Date,"1 Mo","3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr"
10/05/2004,1.57,1.71,2.03,2.23,2.65,2.93,3.44,3.83,4.18,4.93
10/04/2004,1.54,1.71,2.04,2.25,2.65,2.93,3.44,3.84,4.19,4.93
10/01/2004,1.52,1.71,2.00,2.21,2.63,2.92,3.44,3.85,4.21,4.95
09/30/2004,1.47,1.71,2.00,2.21,2.63,2.89,3.38,3.79,4.14,4.89
09/29/2004,1.52,1.72,1.99,2.20,2.61,2.89,3.37,3.75,4.10,4.85
09/28/2004,1.62,1.72,1.99,2.18,2.55,2.80,3.28,3.66,4.02,4.78
09/27/2004,1.59,1.74,2.00,2.20,2.59,2.84,3.29,3.65,4.01,4.75
09/24/2004,1.53,1.73,1.99,2.20,2.62,2.88,3.33,3.69,4.04,4.78
09/23/2004,1.53,1.72,1.95,2.16,2.57,2.83,3.30,3.66,4.02,4.78
09/22/2004,1.53,1.71,1.93,2.12,2.50,2.78,3.26,3.62,4.00,4.75
09/21/2004,1.62,1.72,1.93,2.12,2.49,2.79,3.28,3.66,4.05,4.82
09/20/2004,1.60,1.73,1.92,2.10,2.46,2.75,3.28,3.68,4.07,4.85
09/17/2004,1.58,1.71,1.90,2.11,2.53,2.83,3.35,3.75,4.14,4.91
09/16/2004,1.55,1.67,1.87,2.06,2.44,2.75,3.29,3.69,4.08,4.86
09/15/2004,1.56,1.67,1.88,2.09,2.51,2.84,3.39,3.80,4.18,4.96
09/14/2004,1.57,1.66,1.88,2.08,2.47,2.81,3.35,3.76,4.15,4.93
09/13/2004,1.59,1.66,1.89,2.10,2.50,2.83,3.38,3.78,4.16,4.94
09/10/2004,1.60,1.66,1.87,2.08,2.50,2.84,3.40,3.79,4.19,4.97
09/09/2004,1.57,1.64,1.88,2.09,2.50,2.85,3.41,3.84,4.22,4.99
09/08/2004,1.57,1.65,1.88,2.09,2.50,2.83,3.40,3.80,4.18,4.96
09/07/2004,1.53,1.66,1.91,2.13,2.58,2.91,3.48,3.89,4.26,5.03
09/03/2004,1.49,1.65,1.87,2.12,2.61,2.94,3.52,3.93,4.30,5.07
09/02/2004,1.46,1.60,1.80,2.02,2.46,2.80,3.40,3.83,4.20,4.99
09/01/2004,1.43,1.58,1.79,1.99,2.41,2.74,3.32,3.76,4.13,4.93
08/31/2004,1.45,1.59,1.79,1.99,2.41,2.75,3.33,3.76,4.13,4.93
08/30/2004,1.45,1.61,1.83,2.04,2.47,2.82,3.40,3.82,4.19,4.99
08/27/2004,1.43,1.56,1.80,2.03,2.48,2.85,3.43,3.86,4.23,5.02
08/26/2004,1.40,1.55,1.79,2.02,2.48,2.85,3.42,3.85,4.22,5.03
08/25/2004,1.38,1.54,1.79,2.03,2.51,2.88,3.46,3.89,4.26,5.06
08/24/2004,1.39,1.54,1.80,2.03,2.50,2.87,3.46,3.91,4.28,5.08
08/23/2004,1.33,1.54,1.80,2.03,2.50,2.87,3.46,3.90,4.28,5.08
08/20/2004,1.34,1.49,1.74,1.98,2.46,2.83,3.42,3.86,4.24,5.03
08/19/2004,1.35,1.48,1.73,1.96,2.43,2.80,3.39,3.84,4.22,5.03
08/18/2004,1.37,1.49,1.74,1.97,2.44,2.82,3.41,3.85,4.23,5.04
08/17/2004,1.38,1.48,1.75,1.98,2.44,2.81,3.39,3.83,4.21,5.02
08/16/2004,1.36,1.49,1.77,2.01,2.51,2.87,3.45,3.89,4.26,5.06
08/13/2004,1.32,1.44,1.72,1.97,2.47,2.85,3.42,3.85,4.22,5.02
08/12/2004,1.31,1.43,1.73,1.99,2.52,2.89,3.47,3.89,4.27,5.05
08/11/2004,1.40,1.44,1.73,2.00,2.54,2.91,3.51,3.92,4.30,5.07
08/10/2004,1.42,1.50,1.75,2.01,2.55,2.94,3.52,3.94,4.32,5.08
08/09/2004,1.40,1.51,1.73,1.97,2.45,2.86,3.45,3.88,4.28,5.06
08/06/2004,1.36,1.44,1.67,1.91,2.40,2.79,3.40,3.84,4.24,5.04
08/05/2004,1.34,1.48,1.75,2.09,2.64,3.04,3.64,4.05,4.43,5.18
08/04/2004,1.34,1.49,1.76,2.11,2.66,3.05,3.66,4.08,4.45,5.20
08/03/2004,1.37,1.48,1.77,2.11,2.66,3.05,3.67,4.08,4.45,5.20
08/02/2004,1.28,1.50,1.78,2.12,2.66,3.06,3.68,4.10,4.48,5.22
07/30/2004,1.27,1.45,1.77,2.13,2.68,3.09,3.71,4.13,4.50,5.24
07/29/2004,1.29,1.45,1.77,2.15,2.75,3.16,3.80,4.23,4.60,5.34
07/28/2004,1.32,1.46,1.78,2.17,2.78,3.19,3.82,4.23,4.61,5.35
07/27/2004,1.35,1.46,1.79,2.19,2.82,3.23,3.85,4.25,4.62,5.35
07/26/2004,1.29,1.45,1.78,2.18,2.75,3.13,3.73,4.13,4.49,5.23
07/23/2004,1.23,1.38,1.71,2.12,2.69,3.08,3.69,4.08,4.45,5.20
07/22/2004,1.21,1.37,1.71,2.12,2.69,3.09,3.71,4.11,4.48,5.22
07/21/2004,1.21,1.35,1.71,2.14,2.71,3.10,3.72,4.13,4.50,5.24
07/20/2004,1.22,1.36,1.70,2.13,2.67,3.06,3.68,4.09,4.47,5.21
07/19/2004,1.16,1.35,1.68,2.10,2.56,2.94,3.57,3.99,4.38,5.14
07/16/2004,1.15,1.35,1.66,2.08,2.54,2.93,3.56,3.99,4.38,5.14
07/15/2004,1.15,1.35,1.68,2.11,2.64,3.04,3.69,4.10,4.50,5.24
07/14/2004,1.17,1.34,1.69,2.08,2.62,3.02,3.68,4.10,4.50,5.24
07/13/2004,1.19,1.34,1.69,2.05,2.58,3.00,3.66,4.10,4.50,5.25
07/12/2004,1.16,1.34,1.67,2.02,2.53,2.96,3.62,4.06,4.46,5.22
07/09/2004,1.14,1.28,1.63,2.00,2.55,2.96,3.64,4.08,4.49,5.23
07/08/2004,1.14,1.27,1.63,1.99,2.55,2.97,3.65,4.09,4.49,5.24
07/07/2004,1.16,1.30,1.64,2.00,2.56,2.99,3.67,4.10,4.50,5.24
07/06/2004,1.11,1.34,1.68,2.15,2.56,2.99,3.65,4.10,4.49,5.24
07/02/2004,1.07,1.30,1.61,2.02,2.54,2.96,3.62,4.08,4.48,5.22
07/01/2004,1.01,1.22,1.64,2.07,2.64,3.08,3.74,4.18,4.57,5.31
06/30/2004,1.17,1.33,1.68,2.09,2.70,3.16,3.81,4.24,4.62,5.33
06/29/2004,1.19,1.38,1.75,2.20,2.83,3.28,3.92,4.33,4.70,5.41
06/28/2004,1.12,1.38,1.77,2.30,2.86,3.32,3.97,4.37,4.76,5.46
06/25/2004,1.10,1.31,1.69,2.14,2.74,3.20,3.85,4.27,4.66,5.37
06/24/2004,1.10,1.29,1.68,2.11,2.74,3.21,3.85,4.27,4.66,5.36
06/23/2004,1.08,1.29,1.69,2.15,2.78,3.25,3.90,4.33,4.71,5.41
06/22/2004,1.08,1.32,1.69,2.21,2.80,3.28,3.92,4.34,4.72,5.43
06/21/2004,1.04,1.33,1.70,2.17,2.80,3.26,3.91,4.33,4.70,5.42
06/18/2004,1.03,1.29,1.68,2.24,2.81,3.28,3.94,4.34,4.72,5.43
06/17/2004,1.02,1.28,1.66,2.21,2.81,3.28,3.93,4.33,4.71,5.42
06/16/2004,1.05,1.30,1.69,2.24,2.84,3.31,3.96,4.36,4.74,5.46
06/15/2004,1.09,1.34,1.68,2.16,2.77,3.26,3.90,4.31,4.69,5.41
06/14/2004,1.07,1.41,1.77,2.25,2.97,3.45,4.10,4.51,4.89,5.59
06/10/2004,1.02,1.30,1.65,2.14,2.81,3.32,4.00,4.43,4.81,5.52
06/09/2004,1.03,1.27,1.61,2.14,2.79,3.31,4.01,4.44,4.82,5.54
06/08/2004,1.03,1.27,1.56,2.02,2.73,3.24,3.96,4.40,4.78,5.50
06/07/2004,0.97,1.24,1.54,1.96,2.67,3.22,3.95,4.39,4.78,5.51
06/04/2004,0.96,1.21,1.51,1.97,2.70,3.25,3.97,4.41,4.78,5.51
06/03/2004,0.96,1.17,1.45,1.91,2.63,3.17,3.89,4.34,4.71,5.46
06/02/2004,0.97,1.17,1.45,1.92,2.65,3.19,3.91,4.35,4.74,5.47
06/01/2004,0.97,1.17,1.44,1.89,2.60,3.14,3.86,4.31,4.71,5.45
05/28/2004,0.94,1.08,1.39,1.83,2.54,3.10,3.81,4.26,4.66,5.39
05/27/2004,0.94,1.06,1.37,1.77,2.46,3.02,3.74,4.20,4.60,5.34
05/26/2004,0.94,1.08,1.39,1.81,2.52,3.08,3.81,4.27,4.67,5.41
05/25/2004,0.95,1.07,1.41,1.84,2.58,3.16,3.89,4.34,4.73,5.45
05/24/2004,0.92,1.07,1.41,1.86,2.59,3.17,3.90,4.36,4.75,5.48
05/21/2004,0.91,1.03,1.39,1.84,2.60,3.18,3.91,4.37,4.76,5.50
05/20/2004,0.90,1.03,1.36,1.81,2.55,3.12,3.86,4.33,4.72,5.47
05/19/2004,0.91,1.04,1.38,1.85,2.61,3.18,3.93,4.39,4.79,5.54
05/18/2004,0.91,1.05,1.37,1.83,2.58,3.13,3.87,4.34,4.74,5.48
05/17/2004,0.90,1.06,1.35,1.80,2.51,3.07,3.83,4.29,4.70,5.47
05/14/2004,0.87,0.99,1.34,1.81,2.59,3.16,3.92,4.39,4.79,5.54
05/13/2004,0.88,1.00,1.34,1.84,2.67,3.24,4.01,4.46,4.85,5.61
05/12/2004,0.90,1.04,1.33,1.81,2.62,3.19,3.96,4.41,4.83,5.57
05/11/2004,0.91,1.05,1.35,1.83,2.61,3.19,3.94,4.39,4.79,5.53
05/10/2004,0.89,1.08,1.36,1.85,2.61,3.18,3.95,4.41,4.81,5.54
05/07/2004,0.90,1.07,1.35,1.83,2.64,3.19,3.96,4.41,4.79,5.53
05/06/2004,0.89,1.00,1.21,1.61,2.39,2.94,3.72,4.20,4.63,5.41
05/05/2004,0.90,0.99,1.17,1.56,2.34,2.91,3.71,4.18,4.61,5.38
05/04/2004,0.93,1.00,1.19,1.57,2.32,2.88,3.66,4.15,4.56,5.34
05/03/2004,0.83,1.00,1.21,1.60,2.34,2.86,3.63,4.11,4.53,5.30
04/30/2004,0.83,0.98,1.17,1.55,2.31,2.86,3.63,4.11,4.53,5.31
04/29/2004,0.85,0.97,1.15,1.55,2.34,2.88,3.66,4.14,4.55,5.33
04/28/2004,0.87,0.97,1.16,1.54,2.30,2.82,3.60,4.08,4.50,5.28
04/27/2004,0.91,0.98,1.17,1.53,2.21,2.74,3.52,4.01,4.43,5.22
04/26/2004,0.88,0.99,1.19,1.57,2.28,2.78,3.57,4.05,4.46,5.25
04/23/2004,0.87,0.98,1.20,1.59,2.29,2.78,3.58,4.07,4.48,5.27
04/22/2004,0.81,0.97,1.14,1.49,2.15,2.64,3.46,3.95,4.40,5.20
04/21/2004,0.93,0.99,1.17,1.52,2.22,2.71,3.52,4.01,4.45,5.25
04/20/2004,0.93,0.97,1.13,1.46,2.11,2.62,3.45,3.97,4.43,5.24
04/19/2004,0.92,0.96,1.11,1.43,2.07,2.58,3.42,3.93,4.39,5.22
04/16/2004,0.91,0.94,1.08,1.40,2.03,2.53,3.39,3.90,4.37,5.20
04/15/2004,0.92,0.95,1.12,1.46,2.10,2.59,3.45,3.96,4.42,5.22
04/14/2004,0.92,0.95,1.13,1.48,2.13,2.60,3.44,3.95,4.40,5.21
04/13/2004,0.91,0.94,1.08,1.39,2.01,2.52,3.37,3.89,4.35,5.17
04/12/2004,0.92,0.94,1.06,1.34,1.91,2.41,3.26,3.78,4.25,5.08
04/08/2004,0.93,0.93,1.04,1.32,1.88,2.37,3.22,3.73,4.21,5.04
04/07/2004,0.94,0.95,1.04,1.31,1.87,2.36,3.19,3.71,4.19,5.02
04/06/2004,0.94,0.94,1.04,1.31,1.86,2.35,3.19,3.70,4.19,5.01
04/05/2004,0.94,0.94,1.06,1.34,1.91,2.40,3.24,3.76,4.24,5.05
04/02/2004,0.93,0.95,1.03,1.30,1.86,2.33,3.15,3.66,4.15,4.97
04/01/2004,0.95,0.93,1.02,1.23,1.65,2.06,2.87,3.38,3.91,4.77
03/31/2004,0.96,0.95,1.01,1.20,1.60,1.99,2.80,3.33,3.86,4.77
03/30/2004,0.97,0.96,1.01,1.21,1.63,2.05,2.86,3.39,3.91,4.80
03/29/2004,0.95,0.96,1.02,1.21,1.63,2.05,2.86,3.39,3.91,4.80
03/26/2004,0.94,0.95,1.00,1.19,1.59,2.00,2.81,3.33,3.85,4.75
03/25/2004,0.95,0.94,0.99,1.15,1.51,1.91,2.70,3.23,3.75,4.65
03/24/2004,0.95,0.93,1.00,1.16,1.50,1.91,2.68,3.21,3.73,4.62
03/23/2004,0.96,0.95,1.01,1.17,1.52,1.92,2.69,3.21,3.73,4.62
03/22/2004,0.94,0.95,1.02,1.17,1.52,1.93,2.69,3.22,3.74,4.63
03/19/2004,0.93,0.94,1.01,1.19,1.56,1.97,2.75,3.28,3.80,4.68
03/18/2004,0.93,0.93,1.00,1.17,1.55,1.96,2.72,3.25,3.76,4.66
03/17/2004,0.94,0.93,1.01,1.18,1.53,1.92,2.66,3.18,3.71,4.62
03/16/2004,0.97,0.96,1.01,1.17,1.51,1.89,2.65,3.17,3.70,4.61
03/15/2004,0.94,0.96,1.02,1.18,1.56,1.97,2.74,3.25,3.78,4.67
03/12/2004,0.96,0.96,1.01,1.18,1.54,1.95,2.73,3.24,3.78,4.68
03/11/2004,0.96,0.97,1.00,1.15,1.52,1.95,2.72,3.23,3.74,4.66
03/10/2004,0.97,0.96,1.00,1.17,1.54,1.94,2.71,3.21,3.74,4.65
03/09/2004,0.98,0.96,1.00,1.15,1.51,1.92,2.68,3.20,3.73,4.64
03/08/2004,0.95,0.96,1.01,1.15,1.52,1.95,2.74,3.26,3.78,4.69
03/05/2004,0.95,0.94,0.99,1.16,1.57,2.02,2.81,3.32,3.85,4.73
03/04/2004,0.97,0.96,1.02,1.25,1.73,2.21,3.02,3.53,4.04,4.89
03/03/2004,0.97,0.97,1.02,1.26,1.74,2.23,3.06,3.57,4.07,4.92
03/02/2004,0.98,0.97,1.03,1.26,1.74,2.21,3.04,3.55,4.05,4.90
03/01/2004,0.97,0.97,1.02,1.23,1.67,2.15,2.98,3.49,4.00,4.86
02/27/2004,0.95,0.96,1.01,1.21,1.66,2.13,3.01,3.48,3.99,4.85
02/26/2004,0.97,0.96,1.02,1.23,1.69,2.18,3.01,3.54,4.05,4.92
02/25/2004,0.96,0.96,1.02,1.23,1.67,2.16,2.98,3.51,4.02,4.89
02/24/2004,0.97,0.97,1.02,1.23,1.69,2.20,3.01,3.53,4.04,4.90
02/23/2004,0.95,0.97,1.02,1.22,1.69,2.21,3.03,3.55,4.05,4.92
02/20/2004,0.93,0.94,1.01,1.26,1.75,2.25,3.08,3.59,4.10,4.96
02/19/2004,0.93,0.94,1.00,1.23,1.70,2.20,3.02,3.54,4.05,4.91
02/18/2004,0.93,0.94,1.00,1.23,1.72,2.22,3.03,3.55,4.05,4.91
02/17/2004,0.90,0.95,1.00,1.21,1.70,2.20,3.02,3.54,4.05,4.91
02/13/2004,0.90,0.92,0.98,1.21,1.70,2.19,3.01,3.54,4.05,4.92
02/12/2004,0.90,0.93,1.00,1.24,1.75,2.26,3.07,3.58,4.10,4.94
02/11/2004,0.89,0.93,1.00,1.23,1.73,2.23,3.03,3.56,4.05,4.90
02/10/2004,0.91,0.95,1.02,1.27,1.82,2.33,3.13,3.64,4.13,4.97
02/09/2004,0.89,0.94,1.02,1.25,1.76,2.26,3.08,3.60,4.09,4.93
02/06/2004,0.89,0.93,1.01,1.26,1.77,2.29,3.12,3.63,4.12,4.95
02/05/2004,0.89,0.94,1.02,1.29,1.85,2.40,3.21,3.72,4.20,5.02
02/04/2004,0.91,0.94,1.01,1.27,1.80,2.32,3.15,3.67,4.15,5.00
02/03/2004,0.93,0.94,1.02,1.27,1.78,2.30,3.12,3.65,4.13,4.98
02/02/2004,0.87,0.94,1.03,1.29,1.83,2.36,3.18,3.70,4.18,5.02
01/30/2004,0.85,0.92,1.01,1.28,1.84,2.35,3.17,3.68,4.16,5.00
01/29/2004,0.87,0.94,1.02,1.29,1.88,2.39,3.22,3.74,4.22,5.05
01/28/2004,0.89,0.94,1.00,1.26,1.87,2.39,3.22,3.72,4.22,5.06
01/27/2004,0.89,0.91,0.98,1.21,1.70,2.21,3.07,3.60,4.11,4.96
01/26/2004,0.82,0.90,0.99,1.23,1.75,2.27,3.13,3.66,4.16,5.01
01/23/2004,0.79,0.90,0.96,1.21,1.71,2.22,3.06,3.59,4.09,4.95
01/22/2004,0.74,0.88,0.96,1.19,1.66,2.14,2.96,3.49,3.99,4.86
01/21/2004,0.82,0.89,0.96,1.19,1.69,2.20,3.02,3.55,4.05,4.92
01/20/2004,0.80,0.89,0.98,1.21,1.69,2.21,3.05,3.58,4.08,4.93
01/16/2004,0.80,0.89,0.97,1.21,1.70,2.19,3.03,3.54,4.04,4.90
01/15/2004,0.82,0.88,0.96,1.18,1.67,2.16,2.97,3.48,3.99,4.87
01/14/2004,0.85,0.88,0.96,1.19,1.65,2.13,2.96,3.49,4.01,4.90
01/13/2004,0.86,0.89,0.97,1.18,1.63,2.12,2.98,3.51,4.05,4.95
01/12/2004,0.88,0.89,0.98,1.21,1.68,2.18,3.04,3.58,4.11,4.99
01/09/2004,0.87,0.87,0.97,1.21,1.68,2.17,3.05,3.58,4.11,4.98
01/08/2004,0.87,0.88,1.01,1.29,1.85,2.37,3.24,3.76,4.27,5.12
01/07/2004,0.88,0.91,1.02,1.29,1.84,2.36,3.25,3.76,4.27,5.11
01/06/2004,0.88,0.91,1.03,1.30,1.84,2.38,3.26,3.80,4.29,5.13
01/05/2004,0.88,0.91,1.05,1.35,1.95,2.51,3.39,3.92,4.41,5.23
01/02/2004,0.88,0.93,1.02,1.31,1.94,2.47,3.36,3.90,4.38,5.21
