Date,"1 Mo","3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
12/02/2009,0.08,0.05,0.15,0.28,0.72,1.19,2.09,2.80,3.32,4.14,4.26
12/01/2009,0.09,0.06,0.15,0.26,0.67,1.14,2.03,2.74,3.28,4.14,4.26
11/30/2009,0.08,0.06,0.15,0.27,0.67,1.12,2.01,2.69,3.21,4.07,4.20
11/27/2009,0.06,0.03,0.14,0.26,0.68,1.15,2.03,2.71,3.21,4.07,4.21
11/25/2009,0.07,0.05,0.14,0.26,0.73,1.23,2.11,2.78,3.28,4.12,4.23
11/24/2009,0.06,0.05,0.14,0.28,0.73,1.22,2.15,2.82,3.32,4.16,4.25
11/23/2009,0.05,0.05,0.14,0.29,0.77,1.28,2.20,2.90,3.37,4.20,4.29
11/20/2009,0.04,0.02,0.13,0.27,0.75,1.25,2.20,2.90,3.36,4.20,4.30
11/19/2009,0.03,0.02,0.14,0.27,0.73,1.24,2.18,2.88,3.35,4.19,4.29
11/18/2009,0.04,0.04,0.15,0.29,0.77,1.27,2.21,2.90,3.36,4.21,4.29
11/17/2009,0.05,0.06,0.16,0.32,0.78,1.28,2.19,2.87,3.33,4.17,4.26
11/16/2009,0.05,0.07,0.17,0.31,0.78,1.28,2.19,2.87,3.33,4.18,4.26
11/13/2009,0.05,0.06,0.17,0.32,0.82,1.34,2.28,2.97,3.43,4.29,4.36
11/12/2009,0.06,0.07,0.16,0.32,0.82,1.36,2.28,2.98,3.45,4.33,4.41
11/10/2009,0.06,0.07,0.16,0.33,0.85,1.39,2.31,3.01,3.50,4.36,4.41
11/09/2009,0.06,0.07,0.17,0.34,0.87,1.40,2.31,3.01,3.52,4.34,4.40
11/06/2009,0.06,0.06,0.16,0.34,0.86,1.40,2.30,3.02,3.54,4.35,4.40
11/05/2009,0.06,0.04,0.16,0.36,0.90,1.44,2.35,3.06,3.57,4.36,4.41
11/04/2009,0.05,0.05,0.16,0.36,0.91,1.46,2.39,3.09,3.57,4.36,4.41
11/03/2009,0.04,0.06,0.17,0.38,0.92,1.46,2.36,3.05,3.50,4.29,4.34
11/02/2009,0.03,0.06,0.17,0.38,0.92,1.44,2.33,3.00,3.45,4.22,4.26
10/30/2009,0.01,0.05,0.16,0.37,0.90,1.43,2.31,2.98,3.41,4.19,4.23
10/29/2009,0.02,0.06,0.17,0.40,0.98,1.52,2.44,3.12,3.53,4.31,4.35
10/28/2009,0.04,0.07,0.17,0.39,0.95,1.47,2.37,3.01,3.44,4.22,4.25
10/27/2009,0.05,0.08,0.17,0.39,0.99,1.51,2.41,3.05,3.49,4.26,4.29
10/26/2009,0.04,0.08,0.18,0.41,1.06,1.61,2.53,3.17,3.59,4.35,4.37
10/23/2009,0.02,0.07,0.18,0.40,1.04,1.57,2.46,3.10,3.51,4.27,4.29
10/22/2009,0.02,0.06,0.15,0.38,0.97,1.50,2.39,3.03,3.44,4.22,4.24
10/21/2009,0.05,0.07,0.17,0.40,1.00,1.51,2.38,3.01,3.42,4.20,4.22
10/20/2009,0.05,0.08,0.17,0.39,0.95,1.44,2.30,2.93,3.35,4.14,4.16
10/19/2009,0.06,0.08,0.18,0.38,0.99,1.50,2.36,2.98,3.41,4.19,4.21
10/16/2009,0.06,0.07,0.17,0.36,0.97,1.49,2.37,2.99,3.43,4.22,4.24
10/15/2009,0.06,0.07,0.15,0.36,0.97,1.50,2.41,3.05,3.49,4.29,4.31
10/14/2009,0.05,0.07,0.15,0.35,0.96,1.47,2.36,3.01,3.45,4.26,4.28
10/13/2009,0.04,0.07,0.15,0.35,0.91,1.42,2.28,2.90,3.34,4.14,4.16
10/09/2009,0.04,0.07,0.16,0.38,0.98,1.50,2.36,2.98,3.40,4.20,4.22
10/08/2009,0.03,0.06,0.15,0.35,0.90,1.40,2.22,2.83,3.27,4.05,4.09
10/07/2009,0.06,0.09,0.14,0.34,0.87,1.35,2.16,2.77,3.21,3.96,3.99
10/06/2009,0.05,0.08,0.15,0.37,0.91,1.43,2.25,2.85,3.27,4.03,4.07
10/05/2009,0.04,0.08,0.15,0.36,0.88,1.38,2.21,2.82,3.24,3.98,4.01
10/02/2009,0.04,0.10,0.15,0.37,0.88,1.38,2.22,2.83,3.24,3.98,4.01
10/01/2009,0.03,0.10,0.15,0.37,0.87,1.36,2.20,2.82,3.21,3.95,3.97
09/30/2009,0.06,0.14,0.18,0.40,0.95,1.45,2.31,2.93,3.31,4.02,4.03
09/29/2009,0.07,0.13,0.19,0.41,1.00,1.48,2.34,2.94,3.31,4.02,4.03
09/28/2009,0.03,0.11,0.18,0.40,0.98,1.47,2.33,2.95,3.31,4.02,4.04
09/25/2009,0.03,0.10,0.20,0.41,0.98,1.49,2.36,2.98,3.34,4.07,4.10
09/24/2009,0.03,0.10,0.19,0.39,0.93,1.45,2.37,3.03,3.40,4.14,4.17
09/23/2009,0.05,0.11,0.20,0.41,0.96,1.49,2.40,3.05,3.44,4.18,4.21
09/22/2009,0.05,0.11,0.20,0.42,1.02,1.54,2.45,3.09,3.46,4.18,4.20
09/21/2009,0.05,0.11,0.20,0.40,1.02,1.56,2.47,3.11,3.49,4.20,4.23
09/18/2009,0.03,0.08,0.20,0.41,1.03,1.57,2.49,3.12,3.49,4.20,4.24
09/17/2009,0.03,0.10,0.20,0.40,0.98,1.51,2.41,3.04,3.42,4.14,4.19
09/16/2009,0.03,0.10,0.20,0.38,1.01,1.55,2.46,3.11,3.48,4.22,4.26
09/15/2009,0.05,0.13,0.21,0.39,0.96,1.49,2.41,3.07,3.47,4.21,4.27
09/14/2009,0.08,0.14,0.21,0.40,0.94,1.46,2.37,3.01,3.42,4.16,4.22
09/11/2009,0.08,0.14,0.21,0.39,0.90,1.42,2.29,2.93,3.34,4.10,4.18
09/10/2009,0.08,0.14,0.21,0.40,0.90,1.42,2.29,2.95,3.36,4.11,4.19
09/09/2009,0.09,0.14,0.22,0.40,0.93,1.48,2.38,3.07,3.48,4.26,4.33
09/08/2009,0.10,0.14,0.24,0.41,0.93,1.49,2.38,3.06,3.47,4.24,4.31
09/04/2009,0.09,0.14,0.23,0.42,0.94,1.46,2.36,3.06,3.45,4.21,4.27
09/03/2009,0.09,0.15,0.23,0.42,0.91,1.42,2.29,2.95,3.33,4.09,4.15
09/02/2009,0.09,0.14,0.22,0.41,0.89,1.39,2.26,2.91,3.29,4.04,4.09
09/01/2009,0.08,0.14,0.23,0.43,0.92,1.44,2.33,2.99,3.38,4.14,4.19
08/31/2009,0.11,0.15,0.24,0.43,0.97,1.49,2.39,3.03,3.40,4.14,4.18
08/28/2009,0.11,0.15,0.25,0.44,1.01,1.55,2.46,3.09,3.46,4.17,4.21
08/27/2009,0.11,0.15,0.26,0.46,1.04,1.58,2.48,3.12,3.47,4.19,4.23
08/26/2009,0.11,0.15,0.25,0.45,1.06,1.57,2.46,3.09,3.44,4.15,4.20
08/25/2009,0.12,0.17,0.26,0.47,1.05,1.56,2.48,3.10,3.45,4.17,4.22
08/24/2009,0.11,0.17,0.26,0.44,1.05,1.57,2.50,3.13,3.48,4.22,4.27
08/21/2009,0.11,0.17,0.26,0.45,1.13,1.65,2.58,3.21,3.56,4.32,4.36
08/20/2009,0.11,0.17,0.26,0.42,1.03,1.53,2.43,3.06,3.42,4.18,4.24
08/19/2009,0.10,0.17,0.25,0.43,1.01,1.52,2.43,3.07,3.45,4.23,4.28
08/18/2009,0.14,0.18,0.27,0.43,1.06,1.57,2.48,3.13,3.51,4.29,4.35
08/17/2009,0.11,0.18,0.27,0.45,1.04,1.54,2.43,3.09,3.48,4.26,4.33
08/14/2009,0.10,0.18,0.26,0.44,1.07,1.61,2.51,3.17,3.55,4.33,4.41
08/13/2009,0.10,0.17,0.28,0.45,1.12,1.66,2.58,3.22,3.59,4.37,4.44
08/12/2009,0.14,0.17,0.28,0.47,1.18,1.76,2.70,3.35,3.72,4.49,4.53
08/11/2009,0.14,0.18,0.28,0.48,1.21,1.78,2.69,3.32,3.71,4.40,4.44
08/10/2009,0.15,0.19,0.29,0.49,1.24,1.79,2.75,3.40,3.80,4.49,4.52
08/07/2009,0.14,0.19,0.30,0.52,1.32,1.87,2.84,3.50,3.89,4.59,4.61
08/06/2009,0.15,0.17,0.28,0.48,1.22,1.77,2.73,3.39,3.79,4.51,4.53
08/05/2009,0.15,0.18,0.29,0.49,1.23,1.78,2.73,3.40,3.80,4.54,4.57
08/04/2009,0.15,0.18,0.28,0.47,1.20,1.75,2.68,3.32,3.70,4.44,4.45
08/03/2009,0.15,0.19,0.28,0.48,1.18,1.72,2.66,3.30,3.66,4.40,4.42
07/31/2009,0.14,0.18,0.26,0.48,1.13,1.62,2.53,3.14,3.52,4.29,4.31
07/30/2009,0.14,0.18,0.27,0.48,1.19,1.73,2.66,3.31,3.67,4.44,4.44
07/29/2009,0.14,0.19,0.26,0.50,1.17,1.72,2.69,3.31,3.69,4.49,4.50
07/28/2009,0.14,0.19,0.26,0.49,1.12,1.66,2.63,3.30,3.72,4.54,4.56
07/27/2009,0.15,0.19,0.27,0.49,1.08,1.63,2.63,3.31,3.75,4.60,4.62
07/24/2009,0.15,0.18,0.29,0.47,1.05,1.59,2.57,3.25,3.70,4.53,4.55
07/23/2009,0.15,0.19,0.29,0.49,1.08,1.62,2.60,3.28,3.72,4.55,4.58
07/22/2009,0.15,0.19,0.28,0.47,0.98,1.50,2.43,3.11,3.58,4.42,4.45
07/21/2009,0.16,0.19,0.27,0.46,0.96,1.47,2.36,3.03,3.50,4.35,4.38
07/20/2009,0.15,0.19,0.28,0.47,0.99,1.54,2.46,3.14,3.61,4.45,4.47
07/17/2009,0.15,0.17,0.29,0.48,1.02,1.58,2.52,3.21,3.67,4.51,4.53
07/16/2009,0.15,0.19,0.28,0.47,1.00,1.54,2.46,3.13,3.59,4.43,4.45
07/15/2009,0.11,0.18,0.29,0.50,1.03,1.60,2.52,3.19,3.63,4.46,4.48
07/14/2009,0.15,0.18,0.28,0.47,0.97,1.48,2.37,3.05,3.50,4.35,4.38
07/13/2009,0.15,0.18,0.28,0.47,0.92,1.41,2.27,2.94,3.38,4.21,4.25
07/10/2009,0.15,0.18,0.26,0.45,0.91,1.40,2.22,2.89,3.32,4.16,4.20
07/09/2009,0.16,0.19,0.27,0.47,0.94,1.46,2.33,3.01,3.44,4.26,4.31
07/08/2009,0.15,0.18,0.26,0.45,0.91,1.42,2.23,2.90,3.33,4.13,4.17
07/07/2009,0.16,0.19,0.28,0.46,0.98,1.52,2.36,3.08,3.47,4.25,4.31
07/06/2009,0.15,0.19,0.28,0.48,0.96,1.48,2.40,3.12,3.52,4.29,4.35
07/02/2009,0.15,0.17,0.32,0.49,0.98,1.52,2.43,3.14,3.51,4.28,4.32
07/01/2009,0.13,0.17,0.33,0.54,1.05,1.57,2.51,3.20,3.55,4.32,4.34
06/30/2009,0.17,0.19,0.35,0.56,1.11,1.64,2.54,3.19,3.53,4.30,4.32
06/29/2009,0.11,0.20,0.36,0.51,1.11,1.63,2.53,3.18,3.51,4.29,4.31
06/26/2009,0.07,0.20,0.31,0.45,1.10,1.63,2.53,3.18,3.52,4.28,4.30
06/25/2009,0.07,0.18,0.31,0.47,1.12,1.66,2.58,3.22,3.55,4.31,4.33
06/24/2009,0.10,0.19,0.32,0.50,1.19,1.79,2.74,3.39,3.72,4.43,4.44
06/23/2009,0.15,0.20,0.34,0.50,1.14,1.74,2.71,3.31,3.65,4.36,4.37
06/22/2009,0.12,0.20,0.34,0.50,1.17,1.77,2.75,3.37,3.72,4.45,4.45
06/19/2009,0.10,0.19,0.33,0.51,1.25,1.84,2.82,3.45,3.79,4.54,4.52
06/18/2009,0.12,0.18,0.34,0.52,1.28,1.88,2.86,3.51,3.86,4.62,4.63
06/17/2009,0.11,0.17,0.31,0.50,1.19,1.76,2.69,3.33,3.68,4.47,4.50
06/16/2009,0.09,0.17,0.30,0.51,1.23,1.79,2.70,3.32,3.67,4.47,4.48
06/15/2009,0.08,0.17,0.29,0.51,1.26,1.84,2.75,3.39,3.76,4.58,4.61
06/12/2009,0.08,0.19,0.29,0.52,1.30,1.91,2.81,3.46,3.81,4.63,4.65
06/11/2009,0.09,0.19,0.31,0.53,1.35,1.97,2.87,3.49,3.88,4.67,4.69
06/10/2009,0.11,0.18,0.31,0.55,1.38,2.00,2.93,3.59,3.98,4.75,4.76
06/09/2009,0.09,0.19,0.31,0.56,1.33,1.93,2.86,3.51,3.86,4.65,4.64
06/08/2009,0.08,0.19,0.35,0.62,1.42,2.00,2.95,3.60,3.91,4.66,4.65
06/05/2009,0.08,0.20,0.35,0.62,1.32,1.88,2.85,3.53,3.84,4.64,4.63
06/04/2009,0.08,0.14,0.28,0.47,0.96,1.54,2.56,3.31,3.72,4.58,4.58
06/03/2009,0.08,0.14,0.26,0.45,0.91,1.47,2.43,3.16,3.56,4.44,4.45
06/02/2009,0.06,0.14,0.27,0.46,0.96,1.52,2.52,3.26,3.65,4.51,4.50
06/01/2009,0.13,0.13,0.29,0.48,0.97,1.52,2.55,3.28,3.71,4.56,4.55
05/29/2009,0.14,0.14,0.30,0.47,0.92,1.42,2.34,3.06,3.47,4.34,4.34
05/28/2009,0.14,0.15,0.31,0.48,0.97,1.52,2.46,3.22,3.67,4.52,4.54
05/27/2009,0.18,0.17,0.29,0.49,0.96,1.50,2.43,3.22,3.71,4.58,4.59
05/26/2009,0.13,0.18,0.30,0.50,0.96,1.45,2.30,3.05,3.50,4.42,4.45
05/22/2009,0.13,0.18,0.30,0.49,0.92,1.39,2.23,2.96,3.45,4.36,4.38
05/21/2009,0.13,0.19,0.30,0.45,0.89,1.36,2.16,2.86,3.35,4.27,4.30
05/20/2009,0.18,0.18,0.28,0.44,0.87,1.31,2.05,2.72,3.19,4.11,4.14
05/19/2009,0.14,0.18,0.29,0.48,0.91,1.37,2.12,2.76,3.25,4.19,4.21
05/18/2009,0.12,0.19,0.30,0.50,0.93,1.36,2.09,2.73,3.22,4.16,4.18
05/15/2009,0.11,0.17,0.29,0.50,0.88,1.30,2.01,2.65,3.14,4.07,4.09
05/14/2009,0.10,0.16,0.28,0.50,0.87,1.30,1.98,2.62,3.10,4.04,4.06
05/13/2009,0.15,0.17,0.30,0.52,0.89,1.31,1.98,2.62,3.11,4.06,4.09
05/12/2009,0.16,0.19,0.30,0.54,0.90,1.34,2.02,2.67,3.17,4.13,4.16
05/11/2009,0.16,0.19,0.30,0.53,0.92,1.34,2.04,2.67,3.17,4.15,4.18
05/08/2009,0.15,0.19,0.31,0.55,1.00,1.44,2.15,2.78,3.29,4.25,4.28
05/07/2009,0.15,0.18,0.32,0.54,1.00,1.46,2.15,2.80,3.29,4.26,4.25
05/06/2009,0.14,0.19,0.32,0.51,0.96,1.43,2.06,2.70,3.18,4.12,4.09
05/05/2009,0.14,0.19,0.34,0.53,0.98,1.46,2.05,2.70,3.20,4.11,4.06
05/04/2009,0.14,0.19,0.33,0.52,0.94,1.40,2.03,2.70,3.19,4.11,4.06
05/01/2009,0.06,0.16,0.31,0.49,0.92,1.39,2.03,2.72,3.21,4.14,4.09
04/30/2009,0.04,0.14,0.29,0.49,0.91,1.38,2.02,2.70,3.16,4.10,4.05
04/29/2009,0.04,0.11,0.28,0.50,0.94,1.40,2.01,2.69,3.12,4.07,4.01
04/28/2009,0.05,0.13,0.31,0.52,0.95,1.39,1.97,2.58,3.05,4.03,3.97
04/27/2009,0.07,0.13,0.30,0.49,0.90,1.31,1.87,2.48,2.95,3.92,3.84
04/24/2009,0.07,0.10,0.31,0.50,0.99,1.38,1.96,2.56,3.03,3.99,3.89
04/23/2009,0.08,0.10,0.31,0.49,0.97,1.34,1.89,2.49,2.96,3.90,3.80
04/22/2009,0.08,0.14,0.32,0.52,1.00,1.36,1.92,2.50,2.98,3.93,3.82
04/21/2009,0.07,0.15,0.34,0.53,0.96,1.32,1.87,2.46,2.94,3.86,3.74
04/20/2009,0.04,0.14,0.34,0.54,0.93,1.27,1.82,2.39,2.88,3.80,3.69
04/17/2009,0.04,0.14,0.36,0.57,0.99,1.36,1.91,2.48,2.98,3.91,3.79
04/16/2009,0.02,0.13,0.33,0.54,0.91,1.27,1.79,2.36,2.86,3.81,3.72
04/15/2009,0.07,0.15,0.34,0.54,0.86,1.22,1.71,2.29,2.82,3.75,3.66
04/14/2009,0.09,0.17,0.35,0.54,0.86,1.21,1.71,2.31,2.80,3.73,3.64
04/13/2009,0.12,0.18,0.37,0.57,0.89,1.27,1.81,2.39,2.88,3.78,3.69
04/09/2009,0.13,0.18,0.39,0.60,0.96,1.36,1.90,2.49,2.96,3.85,3.76
04/08/2009,0.15,0.18,0.39,0.59,0.93,1.34,1.83,2.43,2.86,3.74,3.66
04/07/2009,0.17,0.20,0.39,0.60,0.91,1.33,1.87,2.51,2.93,3.79,3.72
04/06/2009,0.16,0.20,0.40,0.60,0.94,1.37,1.90,2.55,2.95,3.82,3.73
04/03/2009,0.16,0.21,0.42,0.60,0.96,1.36,1.87,2.51,2.91,3.77,3.70
04/02/2009,0.17,0.22,0.41,0.59,0.88,1.25,1.74,2.35,2.77,3.63,3.57
04/01/2009,0.18,0.22,0.41,0.58,0.83,1.16,1.65,2.25,2.68,3.54,3.51
03/31/2009,0.17,0.21,0.43,0.57,0.81,1.15,1.67,2.28,2.71,3.61,3.56
03/30/2009,0.05,0.18,0.42,0.58,0.84,1.20,1.72,2.31,2.73,3.64,3.60
03/27/2009,0.03,0.14,0.39,0.58,0.90,1.27,1.79,2.36,2.78,3.66,3.62
03/26/2009,0.02,0.15,0.39,0.57,0.90,1.29,1.80,2.34,2.76,3.69,3.66
03/25/2009,0.03,0.19,0.41,0.60,0.96,1.35,1.84,2.36,2.81,3.76,3.73
03/24/2009,0.05,0.21,0.42,0.62,0.93,1.24,1.70,2.22,2.68,3.64,3.60
03/23/2009,0.10,0.22,0.40,0.60,0.93,1.25,1.69,2.20,2.68,3.70,3.69
03/20/2009,0.09,0.22,0.41,0.60,0.89,1.23,1.66,2.18,2.65,3.67,3.65
03/19/2009,0.10,0.20,0.40,0.60,0.87,1.21,1.64,2.17,2.61,3.64,3.62
03/18/2009,0.15,0.21,0.40,0.60,0.82,1.14,1.54,2.11,2.51,3.65,3.57
03/17/2009,0.14,0.24,0.45,0.69,1.05,1.45,2.00,2.64,3.02,3.99,3.83
03/16/2009,0.11,0.24,0.46,0.69,1.00,1.39,1.91,2.55,2.97,3.93,3.76
03/13/2009,0.09,0.20,0.42,0.67,0.98,1.36,1.87,2.48,2.89,3.84,3.66
03/12/2009,0.11,0.22,0.45,0.70,1.03,1.42,1.92,2.50,2.89,3.82,3.63
03/11/2009,0.14,0.23,0.46,0.71,1.03,1.45,1.96,2.56,2.95,3.88,3.67
03/10/2009,0.14,0.24,0.47,0.71,1.01,1.46,1.99,2.63,2.99,3.94,3.70
03/09/2009,0.12,0.23,0.47,0.69,0.96,1.38,1.90,2.53,2.89,3.83,3.59
03/06/2009,0.09,0.21,0.39,0.67,0.91,1.34,1.83,2.49,2.83,3.74,3.50
03/05/2009,0.11,0.20,0.40,0.66,0.90,1.30,1.82,2.49,2.83,3.76,3.51
03/04/2009,0.15,0.26,0.44,0.71,0.97,1.40,1.97,2.67,3.01,3.96,3.69
03/03/2009,0.14,0.27,0.44,0.68,0.91,1.31,1.87,2.58,2.93,3.92,3.67
03/02/2009,0.17,0.28,0.45,0.67,0.89,1.28,1.86,2.54,2.91,3.89,3.64
02/27/2009,0.16,0.26,0.45,0.72,1.00,1.40,1.99,2.69,3.02,3.98,3.71
02/26/2009,0.18,0.27,0.47,0.73,1.08,1.50,2.07,2.72,2.98,3.93,3.66
02/25/2009,0.21,0.30,0.52,0.75,1.09,1.49,2.06,2.42,2.95,3.88,3.59
02/24/2009,0.22,0.32,0.49,0.71,1.03,1.37,1.89,2.26,2.80,3.77,3.49
02/23/2009,0.19,0.29,0.50,0.69,0.96,1.34,1.84,2.22,2.78,3.79,3.53
02/20/2009,0.19,0.27,0.48,0.64,0.96,1.30,1.81,2.21,2.78,3.82,3.56
02/19/2009,0.22,0.30,0.51,0.67,1.01,1.38,1.89,2.28,2.85,3.92,3.68
02/18/2009,0.23,0.31,0.50,0.64,0.97,1.33,1.81,2.18,2.74,3.77,3.54
02/17/2009,0.26,0.32,0.48,0.61,0.87,1.22,1.65,2.05,2.64,3.70,3.47
02/13/2009,0.23,0.29,0.46,0.61,0.97,1.37,1.88,2.29,2.89,3.91,3.68
02/12/2009,0.25,0.29,0.43,0.58,0.89,1.28,1.73,2.14,2.75,3.71,3.47
02/11/2009,0.22,0.30,0.46,0.60,0.93,1.32,1.76,2.17,2.78,3.69,3.45
02/10/2009,0.24,0.31,0.44,0.60,0.92,1.31,1.79,2.23,2.90,3.77,3.54
02/09/2009,0.22,0.32,0.47,0.60,1.05,1.50,1.99,2.42,3.07,3.91,3.69
02/06/2009,0.21,0.28,0.44,0.57,0.99,1.44,1.97,2.40,3.05,3.94,3.70
02/05/2009,0.21,0.29,0.43,0.54,0.98,1.40,1.89,2.32,2.95,3.86,3.63
02/04/2009,0.26,0.30,0.40,0.53,0.98,1.42,1.91,2.32,2.95,3.88,3.65
02/03/2009,0.28,0.32,0.40,0.53,0.96,1.37,1.88,2.28,2.89,3.88,3.64
02/02/2009,0.19,0.27,0.39,0.51,0.89,1.27,1.75,2.16,2.76,3.75,3.47
01/30/2009,0.15,0.24,0.36,0.51,0.94,1.32,1.85,2.27,2.87,3.86,3.58
01/29/2009,0.14,0.23,0.35,0.51,0.95,1.34,1.87,2.28,2.87,3.85,3.57
01/28/2009,0.08,0.19,0.33,0.48,0.89,1.22,1.70,2.10,2.71,3.73,3.44
01/27/2009,0.05,0.13,0.32,0.47,0.87,1.15,1.59,1.99,2.59,3.57,3.26
01/26/2009,0.02,0.14,0.34,0.47,0.85,1.21,1.67,2.09,2.70,3.71,3.39
01/23/2009,0.03,0.11,0.30,0.46,0.83,1.16,1.64,2.05,2.65,3.65,3.32
01/22/2009,0.03,0.10,0.29,0.42,0.75,1.11,1.61,2.02,2.62,3.61,3.25
01/21/2009,0.03,0.11,0.30,0.43,0.78,1.12,1.60,1.99,2.56,3.51,3.15
01/20/2009,0.04,0.13,0.30,0.42,0.73,1.06,1.48,1.85,2.40,3.30,2.97
01/16/2009,0.04,0.12,0.29,0.43,0.73,1.05,1.47,1.83,2.36,3.22,2.89
01/15/2009,0.03,0.11,0.29,0.42,0.73,1.01,1.36,1.71,2.23,3.16,2.86
01/14/2009,0.07,0.12,0.28,0.42,0.73,1.03,1.36,1.71,2.24,3.17,2.89
01/13/2009,0.02,0.11,0.29,0.43,0.76,1.07,1.44,1.80,2.33,3.30,3.00
01/12/2009,0.04,0.12,0.29,0.43,0.74,1.09,1.45,1.81,2.34,3.30,2.99
01/09/2009,0.03,0.07,0.28,0.43,0.75,1.11,1.51,1.88,2.43,3.39,3.04
01/08/2009,0.04,0.09,0.28,0.44,0.83,1.16,1.60,1.95,2.47,3.40,3.04
01/07/2009,0.03,0.11,0.29,0.44,0.82,1.15,1.66,2.02,2.52,3.41,3.05
01/06/2009,0.05,0.14,0.31,0.45,0.80,1.10,1.68,2.07,2.51,3.41,3.04
01/05/2009,0.05,0.14,0.32,0.43,0.78,1.08,1.67,2.07,2.49,3.37,3.00
01/02/2009,0.04,0.08,0.28,0.40,0.88,1.14,1.72,2.07,2.46,3.22,2.83
